individualid,originalid,Traitname,originaltraitdef,standardisedtraitname,standardisedtraitdef,Trait,originaltraitunit,originalerrorpos,originalerrorneg,originalerrorunit,standardisedtraitvalue,standardisedtraitunit,standardisederrorpos,standardisederrorneg,standardisederrorunit,replicates,habitat,labfield,arenavalue,arenaunit,arenavaluesi,arenaunitsi,ambienttemp,ambienttempmethod,ambienttempunit,ambientlight,ambientlightunit,secondstressor,secondstressordef,secondstressorvalue,secondstressorunit,timestart,timeend,totalobstimevalue,totalobstimeunit,totalobstimevaluesi,totalobstimeunitsi,totalobstimenotes,resrepvalue,resrepunit,resrepvaluesi,resrepunitsi,locationtext,locationtype,originallocationdate,locationdate,locationdateprecision,coordinatetype,latitude,longitude,interactor1,interactor1common,interactor1wholepart,interactor1wholeparttype,interactor1number,interactor1kingdom,interactor1phylum,interactor1class,interactor1order,interactor1family,interactor1genus,interactor1species,interactor1stage,interactor1sex,Temp,interactor1tempunit,interactor1tempmethod,interactor1growthtemp,interactor1growthtempunit,interactor1growthdur,interactor1growthdurunit,interactor1growthtype,interactor1acc,interactor1acctemp,interactor1acctempnotes,interactor1acctime,interactor1acctimenotes,interactor1acctimeunit,interactor1origtemp,interactor1origtempnotes,interactor1origtime,interactor1origtimenotes,interactor1origtimeunit,interactor1equilibtimevalue,interactor1equilibtimeunit,interactor1size,interactor1sizeunit,interactor1sizetype,interactor1sizesi,interactor1sizeunitsi,interactor1denvalue,interactor1denunit,interactor1dentypesi,interactor1denvaluesi,interactor1denunitsi,interactor1massvaluesi,interactor1massunitsi,interactor2common,interactor2kingdom,interactor2phylum,interactor2class,interactor2order,interactor2family,interactor2genus,interactor2species,interactor2stage,interactor2sex,interactor2temp,interactor2tempunit,interactor2tempmethod,interactor2growthtemp,interactor2growthtempunit,interactor2growthdur,interactor2growthdurunit,interactor2growthtype,interactor2acc,interactor2acctemp,interactor2acctempnotes,interactor2acctime,interactor2acctimenotes,interactor2acctimeunit,interactor2origtemp,interactor2origtempnotes,interactor2origtime,interactor2origtimenotes,interactor2origtimeunit,interactor2equilibtimevalue,interactor2equilibtimeunit,interactor2size,interactor2sizeunit,interactor2sizetype,interactor2sizesi,interactor2sizeunitsi,interactor2denvalue,interactor2denunit,interactor2dentypesi,interactor2denvaluesi,interactor2denunitsi,interactor2massvaluesi,interactor2massunitsi,physicalprocess,physicalprocess_1,physicalprocess_2,figuretable,citation,doi,curatedbycitation,curatedbydoi,submittedby,contributoremail,notes,published,embargorelease,curve_ID
NA,MUT003,development time,days from hatch to adult eclosion,NA,NA,9.84,day,0.16,0.16,not reported,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacksonville Florida USA,field,NA,01/01/2011,0,decimal,30.336944,-81.661389,Aedes albopictus,NA,NA,NA,5,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (not inc egg stage),female,25,Celsius,NA,25,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3,Muturi et al. 2011. Effect of Temperature and Insecticide Stress on Life-History Traits of Culex restuans and Aedes albopictus (Diptera: Culicidae). J. Med. Entomol. 48:2,10.1603/ME10017,NA,NA,Veronica Andreo,veroandreo@gmail.com,NA,TRUE,NA,22
NA,MUT003,development time,days from hatch to adult eclosion,NA,NA,8.23,day,0.15,0.15,not reported,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacksonville Florida USA,field,NA,01/01/2011,0,decimal,30.336944,-81.661389,Aedes albopictus,NA,NA,NA,5,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (not inc egg stage),female,30,Celsius,NA,25,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3,Muturi et al. 2011. Effect of Temperature and Insecticide Stress on Life-History Traits of Culex restuans and Aedes albopictus (Diptera: Culicidae). J. Med. Entomol. 48:2,10.1603/ME10017,NA,NA,Veronica Andreo,veroandreo@gmail.com,NA,TRUE,NA,22
NA,PHX581,development time,mean duration of life stage,NA,NA,36.28,days,1.63,1.63,sd,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joao Pessoa Paraiba Brazil,field,NA,01/01/2012,4,decimal,-7.0811,-34.51933,Aedes aegypti,Yellow fever mosquito,NA,NA,1000,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (inc egg stage),NA,16,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3,Marinho et al. 2016. Effects of temperature on the life cycle expansion and dispersion of Aedes aegypti (Diptera: Culicidae) in three cities in Paraiba Brazil. J Vec. Ecol. 41:1,10.1111/jvec.12187,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the initial number of individuals at the start of the experiment,TRUE,01/01/2016,23
NA,PHX581,development time,mean duration of life stage,NA,NA,20.91,days,0.54,0.54,sd,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joao Pessoa Paraiba Brazil,field,NA,01/01/2012,4,decimal,-7.0811,-34.51933,Aedes aegypti,Yellow fever mosquito,NA,NA,1000,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (inc egg stage),NA,22,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3,Marinho et al. 2016. Effects of temperature on the life cycle expansion and dispersion of Aedes aegypti (Diptera: Culicidae) in three cities in Paraiba Brazil. J Vec. Ecol. 41:1,10.1111/jvec.12187,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the initial number of individuals at the start of the experiment,TRUE,01/01/2016,23
NA,PHX581,development time,mean duration of life stage,NA,NA,12.52,days,0.49,0.49,sd,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joao Pessoa Paraiba Brazil,field,NA,01/01/2012,4,decimal,-7.0811,-34.51933,Aedes aegypti,Yellow fever mosquito,NA,NA,1000,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (inc egg stage),NA,28,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3,Marinho et al. 2016. Effects of temperature on the life cycle expansion and dispersion of Aedes aegypti (Diptera: Culicidae) in three cities in Paraiba Brazil. J Vec. Ecol. 41:1,10.1111/jvec.12187,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the initial number of individuals at the start of the experiment,TRUE,01/01/2016,23
NA,PHX581,development time,mean duration of life stage,NA,NA,11.43,days,0.64,0.64,sd,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joao Pessoa Paraiba Brazil,field,NA,01/01/2012,4,decimal,-7.0811,-34.51933,Aedes aegypti,Yellow fever mosquito,NA,NA,1000,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (inc egg stage),NA,33,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3,Marinho et al. 2016. Effects of temperature on the life cycle expansion and dispersion of Aedes aegypti (Diptera: Culicidae) in three cities in Paraiba Brazil. J Vec. Ecol. 41:1,10.1111/jvec.12187,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the initial number of individuals at the start of the experiment,TRUE,01/01/2016,23
NA,PHX581,development time,mean duration of life stage,NA,NA,10.67,days,1.4,1.4,sd,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joao Pessoa Paraiba Brazil,field,NA,01/01/2012,4,decimal,-7.0811,-34.51933,Aedes aegypti,Yellow fever mosquito,NA,NA,1000,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (inc egg stage),NA,36,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3,Marinho et al. 2016. Effects of temperature on the life cycle expansion and dispersion of Aedes aegypti (Diptera: Culicidae) in three cities in Paraiba Brazil. J Vec. Ecol. 41:1,10.1111/jvec.12187,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the initial number of individuals at the start of the experiment,TRUE,01/01/2016,23
NA,RAT003,development time,mean duration of life stage,NA,NA,0,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keramat Malaysia,field (F1-F2 gen),NA,NA,0,decimal,3.333333,101.5,Aedes albopictus,NA,NA,NA,50,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (not inc egg stage),NA,15,Celsius,NA,25,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4,Rozilawati et al. 2016. Effect of temperature on the immature development of Aedes albopictus Skuse. Southeast Asian Journal of Tropical Medicine and Public Health. 47:4,NA,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the number of individuals that survived life stage from the initial number of individuals at the start of the experiment (n=50),TRUE,NA,24
NA,RAT003,development time,mean duration of life stage,NA,NA,22.5,days,0.89,0.89,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keramat Malaysia,field (F1-F2 gen),NA,NA,0,decimal,3.333333,101.5,Aedes albopictus,NA,NA,NA,17,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (not inc egg stage),NA,20,Celsius,NA,25,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4,Rozilawati et al. 2016. Effect of temperature on the immature development of Aedes albopictus Skuse. Southeast Asian Journal of Tropical Medicine and Public Health. 47:4,NA,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the number of individuals that survived life stage from the initial number of individuals at the start of the experiment (n=50),TRUE,NA,24
NA,RAT003,development time,mean duration of life stage,NA,NA,13.13,days,0.07,0.07,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keramat Malaysia,field (F1-F2 gen),NA,NA,0,decimal,3.333333,101.5,Aedes albopictus,NA,NA,NA,44,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (not inc egg stage),NA,25,Celsius,NA,25,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4,Rozilawati et al. 2016. Effect of temperature on the immature development of Aedes albopictus Skuse. Southeast Asian Journal of Tropical Medicine and Public Health. 47:4,NA,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the number of individuals that survived life stage from the initial number of individuals at the start of the experiment (n=50),TRUE,NA,24
NA,RAT003,development time,mean duration of life stage,NA,NA,11,days,0.11,0.11,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keramat Malaysia,field (F1-F2 gen),NA,NA,0,decimal,3.333333,101.5,Aedes albopictus,NA,NA,NA,43,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (not inc egg stage),NA,30,Celsius,NA,25,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4,Rozilawati et al. 2016. Effect of temperature on the immature development of Aedes albopictus Skuse. Southeast Asian Journal of Tropical Medicine and Public Health. 47:4,NA,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the number of individuals that survived life stage from the initial number of individuals at the start of the experiment (n=50),TRUE,NA,24
NA,RAT003,development time,mean duration of life stage,NA,NA,9.53,days,0.1,0.1,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keramat Malaysia,field (F1-F2 gen),NA,NA,0,decimal,3.333333,101.5,Aedes albopictus,NA,NA,NA,24,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (not inc egg stage),NA,35,Celsius,NA,25,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4,Rozilawati et al. 2016. Effect of temperature on the immature development of Aedes albopictus Skuse. Southeast Asian Journal of Tropical Medicine and Public Health. 47:4,NA,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the number of individuals that survived life stage from the initial number of individuals at the start of the experiment (n=50),TRUE,NA,24
NA,RAT003,development time,mean duration of life stage,NA,NA,0,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keramat Malaysia,field (F1-F2 gen),NA,NA,0,decimal,3.333333,101.5,Aedes albopictus,NA,NA,NA,50,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (not inc egg stage),NA,40,Celsius,NA,25,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4,Rozilawati et al. 2016. Effect of temperature on the immature development of Aedes albopictus Skuse. Southeast Asian Journal of Tropical Medicine and Public Health. 47:4,NA,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the number of individuals did not survive life stage from the initial number of individuals at the start of the experiment (n=50),TRUE,NA,24
NA,NA,development time,replicate-level mean duration of life stage,NA,NA,36.43,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keyport NJ USA,colony,01/01/1995,NA,1,decimal,40.432626,-74.200342,Aedes albopictus,NA,NA,NA,44,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile,female,15,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1a,Healy et al. 2019. Development of a degree-day model to predict egg hatch of Aedes albopictus. J Am Mosq Control Assoc 35:4,10.2987/19-6841.1,NA,NA,Marharyta Blaha,marharyta.blaha@gmail.com,NA,NA,NA,25
NA,NA,development time,replicate-level mean duration of life stage,NA,NA,37,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keyport NJ USA,colony,01/01/1995,NA,1,decimal,40.432626,-74.200342,Aedes albopictus,NA,NA,NA,44,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile,female,15,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1a,Healy et al. 2019. Development of a degree-day model to predict egg hatch of Aedes albopictus. J Am Mosq Control Assoc 35:4,10.2987/19-6841.1,NA,NA,Marharyta Blaha,marharyta.blaha@gmail.com,NA,NA,NA,25
NA,NA,development time,replicate-level mean duration of life stage,NA,NA,37.57,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keyport NJ USA,colony,01/01/1995,NA,1,decimal,40.432626,-74.200342,Aedes albopictus,NA,NA,NA,44,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile,female,15,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1a,Healy et al. 2019. Development of a degree-day model to predict egg hatch of Aedes albopictus. J Am Mosq Control Assoc 35:4,10.2987/19-6841.1,NA,NA,Marharyta Blaha,marharyta.blaha@gmail.com,NA,NA,NA,25
NA,NA,development time,replicate-level mean duration of life stage,NA,NA,38.14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keyport NJ USA,colony,01/01/1995,NA,1,decimal,40.432626,-74.200342,Aedes albopictus,NA,NA,NA,44,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile,female,15,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1a,Healy et al. 2019. Development of a degree-day model to predict egg hatch of Aedes albopictus. J Am Mosq Control Assoc 35:4,10.2987/19-6841.1,NA,NA,Marharyta Blaha,marharyta.blaha@gmail.com,NA,NA,NA,25
NA,NA,development time,replicate-level mean duration of life stage,NA,NA,39.09,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keyport NJ USA,colony,01/01/1995,NA,1,decimal,40.432626,-74.200342,Aedes albopictus,NA,NA,NA,44,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile,female,15,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1a,Healy et al. 2019. Development of a degree-day model to predict egg hatch of Aedes albopictus. J Am Mosq Control Assoc 35:4,10.2987/19-6841.1,NA,NA,Marharyta Blaha,marharyta.blaha@gmail.com,NA,NA,NA,25
NA,NA,development time,replicate-level mean duration of life stage,NA,NA,12.14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keyport NJ USA,colony,01/01/1995,NA,1,decimal,40.432626,-74.200342,Aedes albopictus,NA,NA,NA,87,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile,female,25,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1a,Healy et al. 2019. Development of a degree-day model to predict egg hatch of Aedes albopictus. J Am Mosq Control Assoc 35:4,10.2987/19-6841.1,NA,NA,Marharyta Blaha,marharyta.blaha@gmail.com,NA,NA,NA,25
